model,ID,kraken_present,cv_fold,logp
ucb_lcb_n,469.0,0.0,0.0,-33.46842932701111
ucb_lcb_n,470.0,0.0,0.0,-50.8309051990509
ucb_lcb_n,471.0,0.0,0.0,-14.670646205544472
ucb_lcb_n,472.0,0.0,0.0,-39.353886008262634
ucb_lcb_n,473.0,0.0,0.0,-41.52594470977783
ucb_lcb_n,474.0,0.0,0.0,-38.71019548177719
ucb_lcb_n,475.0,0.0,0.0,-25.270578265190125
ucb_lcb_n,476.0,0.0,0.0,-21.034654140472412
ucb_lcb_n,477.0,0.0,0.0,-38.15568292140961
ucb_lcb_n,478.0,0.0,0.0,0.0
ucb_lcb_n,479.0,0.0,0.0,-19.514877314679325
ucb_lcb_n,480.0,0.0,0.0,-24.38672415027395
